Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
34,829,15,3,1,1485,2,71,3,4,1,17007,11929,7,14,3,4,80,2,16,3,2,14,8,6,9
55,111,1,2,1,106,1,70,3,3,4,10239,18092,3,14,3,4,80,1,24,4,3,1,0,1,0
52,258,8,4,1,1409,3,54,3,1,1,2950,17363,9,13,3,3,80,0,12,2,1,5,4,0,4
31,329,1,2,1,530,4,98,2,1,1,2218,16193,1,12,3,3,80,1,4,3,3,4,2,3,2
38,770,10,4,1,1119,3,73,2,3,3,8740,5569,0,14,3,2,80,2,9,2,3,8,7,2,7
55,1136,1,4,1,1424,2,81,4,4,4,14732,12414,2,13,3,4,80,2,31,4,4,7,7,0,0
31,1332,11,2,1,1251,3,80,3,2,1,6833,17089,1,12,3,4,80,0,6,2,2,6,5,0,1
23,541,2,1,1,113,3,62,3,1,1,2322,9518,3,13,3,3,80,1,3,3,3,0,0,0,0
27,793,2,1,1,1371,4,43,1,2,4,5071,20392,3,20,4,2,80,0,8,3,3,6,2,0,0
44,1376,1,2,1,1098,2,91,2,3,1,10482,2326,9,14,3,4,80,1,24,1,3,20,6,3,6
36,928,1,2,1,857,2,56,3,2,4,6201,2823,1,14,3,4,80,1,18,1,2,18,14,4,11
34,1157,5,2,1,1696,2,57,2,2,4,3986,11912,1,14,3,3,80,1,15,3,4,15,10,4,13
35,1229,8,1,1,63,4,36,4,1,4,2269,4892,1,19,3,4,80,0,1,2,3,1,0,0,1
41,247,7,1,1,1035,2,55,1,5,3,19973,20284,1,22,4,2,80,2,21,3,3,21,16,5,10
33,867,8,4,1,1798,4,90,4,1,1,3143,6076,6,19,3,2,80,1,14,1,3,10,8,7,6
39,443,8,1,1,602,3,48,3,1,3,3755,17872,1,11,3,1,80,1,8,3,3,8,3,0,7
44,981,5,3,1,1471,3,90,2,1,3,3162,7973,3,14,3,4,80,0,7,5,3,5,2,0,3
38,330,17,1,1,1088,3,65,2,3,3,8823,24608,0,18,3,1,80,1,20,4,2,19,9,1,9
32,548,1,3,1,96,2,66,3,2,2,6220,7346,1,17,3,2,80,2,10,3,3,10,4,0,9
50,959,1,4,1,1113,4,81,3,2,3,4728,17251,3,14,3,4,80,0,5,4,3,0,0,0,0
48,117,22,3,1,1900,4,58,3,4,4,17174,2437,3,11,3,2,80,1,24,3,3,22,17,4,7
33,827,1,4,1,998,3,84,4,2,2,5488,20161,1,13,3,1,80,1,6,2,3,6,5,1,2
50,809,12,3,1,174,3,77,3,3,4,9208,6645,4,11,3,4,80,0,16,3,3,2,2,2,1
28,654,1,2,1,741,1,67,1,1,2,2216,3872,7,13,3,4,80,0,10,4,3,7,7,3,7
30,1400,3,3,1,562,3,53,3,1,4,2097,16734,4,15,3,3,80,1,9,3,1,5,3,1,4
40,658,10,4,1,954,1,67,2,3,2,9705,20652,2,12,3,2,80,1,11,2,2,1,0,0,0
30,501,27,5,1,747,3,99,3,2,4,5304,25275,7,23,4,4,80,1,10,2,2,8,7,7,7
56,1443,11,5,1,1935,4,89,2,2,1,5380,20328,4,16,3,3,80,1,6,3,3,0,0,0,0
32,1033,9,3,1,190,1,41,3,1,1,4200,10224,7,22,4,1,80,0,10,2,4,5,4,0,4
31,534,20,3,1,587,1,66,3,3,3,9824,22908,3,12,3,1,80,0,12,2,3,1,0,0,0
39,766,20,3,1,1812,3,83,3,2,4,4127,19188,2,18,3,4,80,1,7,6,3,2,1,2,2
42,691,8,4,1,35,3,48,3,2,2,6825,21173,0,11,3,4,80,1,10,2,3,9,7,4,2
42,555,26,3,1,404,3,77,3,4,2,13525,14864,5,14,3,4,80,1,23,2,4,20,4,4,8
32,585,10,3,1,1720,1,56,3,1,3,3433,17360,6,13,3,1,80,1,10,3,2,5,2,1,3
27,1337,22,3,1,1944,1,58,2,1,2,2863,19555,1,12,3,1,80,0,1,2,3,1,0,0,0
55,478,2,3,1,1770,3,60,2,5,1,19038,19805,8,12,3,2,80,3,34,2,3,1,0,0,0
26,920,20,2,1,1818,4,69,3,1,2,2148,6889,0,11,3,3,80,0,6,3,3,5,1,1,4
30,201,5,3,1,197,4,84,3,1,1,3204,10415,5,14,3,4,80,1,8,3,3,3,2,2,2
48,708,7,2,1,1691,4,95,3,1,3,2655,11740,2,11,3,3,80,2,19,3,3,9,7,7,7
25,180,2,1,1,854,1,65,4,1,1,3424,21632,7,13,3,3,80,0,6,3,2,4,3,0,1
24,1371,10,4,1,507,4,77,3,2,3,4260,5915,1,12,3,4,80,1,5,2,4,5,2,0,3
38,168,1,3,1,743,3,81,3,3,3,7861,15397,4,14,3,4,80,0,10,4,4,1,0,0,0
36,938,2,4,1,958,3,79,3,1,3,2519,12287,4,21,4,3,80,0,16,6,3,11,8,3,9
52,322,28,2,1,1401,4,59,4,4,3,13247,9731,2,11,3,2,80,1,24,3,2,5,3,0,2
52,319,3,3,1,543,4,39,2,3,3,7969,19609,2,14,3,3,80,0,28,4,3,5,4,0,4
32,128,2,1,1,362,4,84,2,2,1,2176,19737,4,13,3,4,80,0,9,5,3,6,2,0,4
39,1122,6,3,1,932,4,70,3,1,1,2404,4303,7,21,4,4,80,0,8,2,1,2,2,2,2
40,1395,26,3,1,202,2,54,3,2,2,5605,8504,1,11,3,1,80,1,20,2,3,20,7,2,13
34,967,16,4,1,1905,4,85,1,1,1,2307,14460,1,23,4,2,80,1,5,2,3,5,2,3,0
52,699,1,4,1,259,3,65,2,5,3,19999,5678,0,14,3,1,80,1,34,5,3,33,18,11,9
27,1410,3,1,1,714,4,71,4,2,4,4647,16673,1,20,4,2,80,2,6,3,3,6,5,0,4
43,1273,2,2,1,46,4,72,4,1,3,2645,21923,1,12,3,4,80,2,6,3,2,5,3,1,4
53,1070,3,4,1,386,3,45,3,4,3,17584,21016,3,16,3,4,80,3,21,5,2,5,3,1,3
49,279,8,1,1,2,3,61,2,2,2,5130,24907,1,23,4,4,80,1,10,3,3,10,7,1,7
30,600,8,3,1,1747,3,66,2,1,4,2180,9732,6,11,3,3,80,1,6,0,2,4,2,1,2
40,663,9,4,1,1449,3,81,3,2,3,3975,23099,3,11,3,3,80,2,11,2,4,8,7,0,7
32,1018,3,2,1,727,3,39,3,3,4,11159,19373,3,15,3,4,80,0,10,6,3,7,7,7,7
45,1238,1,1,1,1712,3,74,2,3,3,10748,3395,3,23,4,4,80,1,25,3,2,23,15,14,4
54,928,20,4,1,450,4,31,3,2,3,4869,16885,3,12,3,4,80,0,20,4,2,4,3,0,3
42,188,29,3,1,1148,2,56,1,2,4,4272,9558,4,19,3,1,80,0,16,3,3,1,0,0,0
31,1327,3,4,1,337,2,73,3,3,3,13675,13523,9,12,3,1,80,1,9,3,3,2,2,2,2
42,469,2,2,1,1109,4,35,3,4,1,17665,14399,0,17,3,4,80,1,23,3,3,22,6,13,7
45,561,2,3,1,606,4,61,3,2,2,4805,16177,0,19,3,2,80,1,9,3,4,8,7,3,7
55,692,14,4,1,254,3,61,4,5,2,18722,13339,8,11,3,4,80,0,36,3,3,24,15,2,15
35,622,14,4,1,1010,3,39,2,1,2,3743,10074,1,24,4,4,80,1,5,2,1,4,2,0,2
26,887,5,2,1,848,3,88,2,1,3,2366,20898,1,14,3,1,80,1,8,2,3,8,7,1,7
28,791,1,4,1,1286,4,44,3,1,3,2154,6842,0,11,3,3,80,0,5,2,2,4,2,0,2
24,535,24,3,1,632,4,38,3,1,4,2400,5530,0,13,3,3,80,2,3,3,3,2,2,2,1
46,1485,18,3,1,550,3,87,3,2,3,4810,26314,2,14,3,3,80,1,19,5,2,10,7,0,8
26,1355,25,1,1,177,3,61,3,1,3,2942,8916,1,23,4,4,80,1,8,3,3,8,7,5,7
42,1128,13,3,1,1803,2,95,4,2,1,5538,5696,5,18,3,3,80,2,10,2,2,0,0,0,0
55,725,2,3,1,787,4,78,3,5,1,19859,21199,5,13,3,4,80,1,24,2,3,5,2,1,4
31,746,8,4,1,98,3,61,3,2,4,4424,20682,1,23,4,4,80,0,11,2,3,11,7,1,8
34,1442,9,3,1,717,4,46,2,3,2,8621,17654,1,14,3,2,80,0,9,3,4,8,7,7,7
24,693,3,2,1,720,1,65,3,2,3,4577,24785,9,14,3,1,80,0,4,3,3,2,2,2,0
39,1251,21,4,1,1929,1,32,1,2,3,5736,3987,6,19,3,3,80,1,10,1,3,3,2,1,2
55,836,2,4,1,1873,2,98,2,1,4,2662,7975,8,20,4,2,80,1,19,2,4,5,2,0,4
35,538,25,2,1,652,1,54,2,2,4,3681,14004,4,14,3,4,80,0,9,3,3,3,2,0,2
31,1125,1,3,1,1956,4,48,1,2,1,5003,5771,1,21,4,2,80,0,10,6,3,10,8,8,7
39,408,2,4,1,721,4,80,2,2,3,4553,20978,1,11,3,1,80,0,20,4,3,20,7,11,10
36,430,2,4,1,1847,4,73,3,2,2,6962,19573,4,22,4,4,80,1,15,2,3,1,0,0,0
39,945,22,3,1,1043,4,82,3,3,1,10880,5083,1,13,3,3,80,0,21,2,3,21,6,2,8
42,557,18,4,1,1998,4,35,3,2,1,5410,11189,6,17,3,3,80,1,9,3,2,4,3,1,2
27,728,23,1,1,1864,2,36,2,2,3,3540,7018,1,21,4,4,80,1,9,5,3,9,8,5,8
45,1385,20,2,1,372,3,79,3,4,4,13496,7501,0,14,3,2,80,0,21,2,3,20,7,4,10
32,499,2,1,1,1396,3,36,3,2,2,4078,20497,0,13,3,1,80,3,4,3,2,3,2,1,2
35,880,12,4,1,1667,4,36,3,2,4,4581,10414,3,24,4,1,80,0,13,2,4,11,9,6,7
29,1010,1,3,1,1249,1,97,3,1,4,3760,5598,1,15,3,1,80,3,3,5,3,3,2,1,2
31,523,2,3,1,1464,2,94,3,1,4,3722,21081,6,13,3,3,80,1,7,2,1,2,2,2,2
25,685,1,3,1,350,1,62,3,2,3,4898,7505,0,12,3,4,80,2,5,3,3,4,2,1,2
52,1490,4,2,1,546,4,30,3,4,4,16555,10310,2,13,3,4,80,0,31,2,1,5,2,1,4
38,471,12,3,1,837,1,45,2,2,1,6288,4284,2,15,3,3,80,1,13,3,2,4,3,1,2
43,1001,9,5,1,663,4,72,3,2,3,5679,19627,3,13,3,2,80,1,10,3,3,8,7,4,7
37,889,9,3,1,403,2,53,3,1,4,2326,11411,1,12,3,3,80,3,4,3,2,4,2,1,2
40,1329,7,3,1,1649,1,73,3,1,1,2166,3339,3,14,3,2,80,0,10,3,1,4,2,0,3
47,1225,2,4,1,1676,2,47,4,4,2,15972,21086,6,14,3,3,80,3,29,2,3,3,2,1,2
39,1383,2,3,1,909,4,42,2,2,4,5204,7790,8,11,3,3,80,2,13,2,3,5,4,0,4
59,1429,18,4,1,1283,4,67,3,3,4,10512,20002,6,12,3,4,80,0,25,6,2,9,7,5,4
29,992,1,3,1,300,3,85,3,1,3,2058,19757,0,14,3,4,80,0,7,1,2,6,2,1,5
39,613,6,1,1,2062,4,42,2,3,1,9991,21457,4,15,3,1,80,1,9,5,3,7,7,1,7
31,335,9,2,1,991,3,46,2,1,1,2321,10322,0,22,4,1,80,0,4,0,3,3,2,1,2
33,1216,8,4,1,677,3,39,3,2,3,7104,20431,0,12,3,4,80,0,6,3,3,5,0,1,2
56,1255,1,2,1,1441,1,90,3,1,1,2066,10494,2,22,4,4,80,1,5,3,4,3,2,1,0
35,384,8,4,1,805,1,72,3,1,4,2572,20317,1,16,3,2,80,1,3,1,2,3,2,0,2
54,431,7,4,1,1830,4,68,3,2,4,6854,15696,4,15,3,2,80,1,14,2,2,7,1,1,7
40,580,5,4,1,729,4,48,2,3,1,10475,23772,5,21,4,3,80,1,20,2,3,18,13,1,12
34,182,1,4,1,797,2,72,4,1,4,3280,13551,2,16,3,3,80,0,10,2,3,4,2,1,3
34,1480,4,3,1,1882,3,64,3,3,4,9713,24444,2,13,3,4,80,3,9,3,3,5,3,1,0
36,329,2,3,1,501,4,96,3,1,3,2543,11868,4,13,3,2,80,1,6,3,3,2,2,2,2
36,1213,2,1,1,1890,2,94,2,2,4,3886,4223,1,21,4,4,80,0,10,2,2,10,1,0,8
29,1389,21,4,1,20,2,51,4,3,1,9980,10195,1,11,3,3,80,1,10,1,3,10,9,8,8
29,718,8,1,1,1150,2,79,2,2,4,5056,17689,1,15,3,3,80,1,10,2,2,10,7,1,2
42,458,26,5,1,1242,1,60,3,3,1,13191,23281,3,17,3,3,80,0,20,6,3,1,0,0,0
52,994,7,4,1,1118,2,87,3,3,2,10445,15322,7,19,3,4,80,0,18,4,3,8,6,4,0
34,810,8,2,1,1823,2,92,4,2,3,6799,22128,1,21,4,3,80,2,10,5,3,10,8,4,8
48,969,2,2,1,1258,4,76,4,1,2,2559,16620,5,11,3,3,80,0,7,4,2,1,0,0,0
41,642,1,3,1,1999,4,76,3,1,4,2782,21412,3,22,4,1,80,1,12,3,3,5,3,1,0
35,583,25,4,1,1014,3,57,3,3,3,10388,6975,1,11,3,3,80,1,16,3,2,16,10,10,1
36,335,17,2,1,1908,3,33,2,2,2,5507,16822,2,16,3,3,80,2,12,1,1,4,2,1,3
36,688,4,2,1,2025,4,97,3,2,2,5131,9192,7,13,3,2,80,3,18,3,3,4,2,0,2
35,1315,22,3,1,381,2,71,4,3,2,11996,19100,7,18,3,2,80,1,10,6,2,7,7,6,2
41,509,7,2,1,1085,2,43,4,1,3,3376,18863,1,13,3,3,80,0,10,3,3,10,6,0,8
34,507,15,2,1,1356,3,66,3,2,1,6125,23553,1,12,3,4,80,0,10,6,4,10,8,9,6
26,1283,1,3,1,956,3,52,2,2,1,4294,11148,1,12,3,2,80,0,7,2,3,7,7,0,7
24,1206,17,1,1,1009,4,41,2,2,3,4377,24117,1,15,3,2,80,2,5,6,3,4,2,3,2
30,305,16,3,1,1763,3,58,4,2,3,5294,9128,3,16,3,3,80,1,10,3,3,7,0,1,7
26,583,4,2,1,1275,3,53,3,1,4,2875,9973,1,20,4,2,80,0,8,2,2,8,5,2,2
35,1402,28,4,1,1554,2,98,2,1,3,2430,26204,0,23,4,1,80,2,6,5,3,5,3,4,2
46,1319,3,3,1,1863,1,45,4,4,1,13225,7739,2,12,3,4,80,1,25,5,3,19,17,2,8
50,333,22,5,1,1539,3,88,1,4,4,14411,24450,1,13,3,4,80,0,32,2,3,32,6,13,9
42,933,19,3,1,752,3,57,4,1,3,2759,20366,6,12,3,4,80,0,7,2,3,2,2,2,2
40,1322,2,4,1,2048,3,52,2,1,3,2809,2725,2,14,3,4,80,0,8,2,3,2,2,2,2
51,237,9,3,1,1282,4,83,3,5,2,19847,19196,4,24,4,1,80,1,31,5,2,29,10,11,10
18,1124,1,3,1,1368,4,97,3,1,4,1611,19305,1,15,3,3,80,0,0,5,4,0,0,0,0
26,1146,8,3,1,796,4,38,2,2,1,5326,3064,6,17,3,3,80,0,6,2,2,4,3,1,2
47,202,2,2,1,820,3,33,3,4,4,16752,12982,1,11,3,3,80,1,26,3,2,26,14,3,0
33,211,16,3,1,1758,1,74,3,3,1,8564,10092,2,20,4,3,80,0,11,2,2,0,0,0,0
46,991,1,2,1,1314,4,44,3,1,1,3423,22957,6,12,3,3,80,0,10,3,4,7,6,5,7
42,622,2,4,1,659,3,81,3,2,4,4089,5718,1,13,3,2,80,2,10,4,3,10,2,2,2
31,192,2,4,1,426,3,32,3,1,4,2695,7747,0,18,3,2,80,1,3,2,1,2,2,2,2
34,648,11,3,1,1289,3,56,2,2,2,4490,21833,4,11,3,4,80,2,14,5,4,10,9,1,8
29,1413,1,1,1,312,2,42,3,3,4,7918,6599,1,14,3,4,80,1,11,5,3,11,10,4,1
36,559,12,4,1,1614,3,76,3,2,3,4663,12421,9,12,3,2,80,2,7,2,3,3,2,1,1
27,1242,20,3,1,293,4,90,3,2,3,9981,12916,1,14,3,4,80,0,7,2,3,7,7,0,7
50,264,9,3,1,1591,3,59,3,5,3,19331,19519,4,16,3,3,80,1,27,2,3,1,0,0,0
33,530,16,3,1,1681,3,36,3,2,4,5368,16130,1,25,4,3,80,1,7,2,3,6,5,1,2
42,1147,10,3,1,1408,3,31,3,4,1,16799,16616,0,14,3,3,80,1,21,5,3,20,7,0,9
24,691,23,3,1,639,2,89,4,1,4,2725,21630,1,11,3,2,80,2,6,3,3,6,5,1,4
22,253,11,3,1,511,1,43,3,1,2,2244,24440,1,13,3,4,80,1,2,1,3,2,1,1,2
34,1003,2,2,1,1140,4,95,3,2,3,4033,15834,2,11,3,4,80,0,5,3,2,3,2,0,2
40,448,16,3,1,1641,3,84,3,3,4,7945,19948,6,15,3,4,80,0,18,2,2,4,2,3,3
27,1297,5,2,1,1850,4,53,3,1,4,2379,19826,0,14,3,3,80,0,6,3,2,5,4,0,2
29,1378,13,2,1,2053,4,46,2,2,2,4025,23679,4,13,3,1,80,1,10,2,3,4,3,0,3
32,427,1,3,1,78,1,33,3,2,4,6162,10877,1,22,4,2,80,1,9,3,3,9,8,7,8
45,176,4,3,1,1744,3,56,1,3,3,9756,6595,4,21,4,3,80,2,9,2,4,5,0,0,3
28,1181,1,3,1,1799,3,82,3,1,4,2044,5531,1,11,3,3,80,1,5,6,4,5,3,0,3
51,833,1,3,1,353,3,96,3,1,4,2723,23231,1,11,3,2,80,0,1,0,2,1,0,0,0
53,346,6,3,1,769,4,86,3,2,4,2450,10919,2,17,3,4,80,0,19,4,3,2,2,2,2
38,152,10,3,1,983,3,85,3,2,4,5666,19899,1,13,3,2,80,0,6,1,3,5,3,1,3
29,1247,20,2,1,349,4,45,3,2,4,6931,10732,2,14,3,4,80,1,10,2,3,3,2,0,2
50,869,3,2,1,47,1,86,2,1,3,2683,3810,1,14,3,3,80,0,3,2,3,3,2,0,2
48,1108,15,4,1,1576,3,65,3,1,1,2367,16530,8,12,3,4,80,1,10,3,2,8,2,7,6
35,1361,17,4,1,1218,3,94,3,2,1,8966,21026,3,15,3,4,80,3,15,2,3,7,7,1,7
46,1144,7,4,1,487,3,30,3,2,3,5258,16044,2,14,3,3,80,0,7,2,4,1,0,0,0
28,1103,16,3,1,1947,3,49,3,1,3,2144,2122,1,14,3,3,80,0,5,3,2,5,3,1,4
32,1018,2,4,1,439,1,74,4,2,4,5055,10557,7,16,3,3,80,0,10,0,2,7,7,0,7
34,1107,9,4,1,1467,1,52,3,1,3,2742,3072,1,15,3,4,80,0,2,0,3,2,2,2,2
34,285,29,3,1,1377,2,86,3,2,3,5429,17491,4,13,3,1,80,2,10,1,3,8,7,7,7
46,717,13,4,1,1727,3,34,3,2,2,5562,9697,6,14,3,4,80,0,19,3,3,10,7,0,9
36,607,7,3,1,1362,1,83,4,2,1,4639,2261,2,16,3,4,80,1,17,2,2,15,7,6,13
36,1383,10,3,1,1790,4,90,3,3,1,8321,25949,7,13,3,4,80,1,15,1,3,12,8,5,7
23,977,10,3,1,1592,4,45,4,1,3,2073,12826,2,16,3,4,80,1,4,2,3,2,2,2,2
50,881,2,4,1,905,1,98,3,4,1,17924,4544,1,11,3,4,80,1,31,3,3,31,6,14,7
37,482,3,3,1,689,3,36,3,3,3,9434,9606,1,15,3,3,80,1,10,2,3,10,7,7,8
43,990,27,3,1,1599,4,87,4,1,2,4876,5855,5,12,3,3,80,1,8,0,3,6,4,0,2
45,1339,7,3,1,86,2,59,3,3,1,9724,18787,2,17,3,3,80,1,25,2,3,1,0,0,0
45,1449,2,3,1,1277,1,94,1,5,2,18824,2493,2,16,3,1,80,0,26,2,3,24,10,1,11
40,1416,2,2,1,352,1,49,3,5,3,19436,5949,0,19,3,4,80,1,22,5,3,21,7,3,9
49,1261,7,3,1,499,2,31,2,3,3,10965,12066,8,24,4,3,80,0,26,2,3,5,2,0,0
54,685,3,3,1,1250,4,85,3,4,4,17779,23474,3,14,3,1,80,0,36,2,3,10,9,0,9
31,798,7,2,1,442,3,48,2,3,3,8943,14034,1,24,4,1,80,1,10,2,3,10,9,8,9
36,1434,8,4,1,789,1,76,2,3,1,7587,14229,1,15,3,2,80,0,10,1,3,10,7,0,9
30,125,9,2,1,41,4,83,2,1,3,2206,16117,1,13,3,1,80,0,10,5,3,10,0,1,8
36,635,18,1,1,286,2,73,3,1,4,2153,7703,1,13,3,1,80,0,8,2,3,8,1,1,7
32,929,10,3,1,722,4,55,3,2,4,5396,21703,1,12,3,4,80,0,10,2,2,10,7,0,8
27,1167,4,2,1,1259,1,76,3,1,3,2517,3208,1,11,3,2,80,3,5,2,3,5,3,0,3
49,1418,1,3,1,887,3,36,3,1,1,3580,10554,2,16,3,2,80,1,7,2,3,4,2,0,2
45,1448,29,3,1,1465,2,55,3,3,4,9380,14720,4,18,3,4,80,2,10,4,4,3,1,1,2
33,586,1,3,1,855,1,48,4,2,1,4037,21816,1,22,4,1,80,1,9,5,3,9,8,0,8
41,1411,19,2,1,334,3,36,3,2,1,3072,19877,2,16,3,1,80,2,17,2,2,1,0,0,0
45,1316,29,3,1,192,3,83,3,1,4,3452,9752,5,13,3,2,80,0,9,2,2,6,5,0,3
27,975,7,3,1,764,4,55,2,2,1,6811,23398,8,19,3,1,80,0,9,2,1,7,6,0,7
30,855,7,4,1,1428,4,73,3,2,1,4779,12761,7,14,3,2,80,2,8,3,3,3,2,0,2
29,1246,19,3,1,1497,3,77,2,2,3,8620,23757,1,14,3,3,80,2,10,3,3,10,7,0,4
38,1495,10,3,1,634,3,76,3,2,3,9824,22174,3,19,3,3,80,1,18,4,3,1,0,0,0
31,196,29,4,1,1784,1,91,2,2,4,5468,13402,1,14,3,1,80,2,13,3,3,12,7,5,7
39,524,18,2,1,1322,1,32,3,2,3,4534,13352,0,11,3,1,80,0,9,6,3,8,7,1,7
50,328,1,3,1,249,3,86,2,1,3,3690,3425,2,15,3,4,80,1,5,2,2,3,2,0,2
31,853,1,1,1,1011,3,96,3,2,1,4148,11275,1,12,3,3,80,1,4,1,3,4,3,0,3
23,427,7,3,1,1702,3,99,3,1,4,2275,25103,1,21,4,2,80,1,3,2,3,3,2,0,2
23,373,1,2,1,1270,4,47,3,1,3,1223,16901,1,22,4,4,80,1,1,2,3,1,0,0,1
34,1065,23,4,1,60,2,72,3,2,3,4568,10034,0,20,4,3,80,0,10,2,3,9,5,8,7
20,129,4,3,1,960,1,84,3,1,1,2973,13008,1,19,3,2,80,0,1,2,3,1,0,0,0
44,1313,7,3,1,1608,2,31,3,5,4,19049,3549,0,14,3,4,80,1,23,4,2,22,7,1,10
24,1353,3,2,1,128,1,33,3,2,3,4999,17519,0,21,4,1,80,1,4,2,2,3,2,0,2
26,575,3,1,1,510,3,73,3,1,1,3102,6582,0,22,4,3,80,0,7,2,3,6,4,0,4
38,688,23,4,1,393,4,82,3,2,4,5745,18899,9,14,3,2,80,1,10,2,3,2,2,1,2
50,989,7,2,1,80,2,43,2,5,3,18740,16701,5,12,3,4,80,1,29,2,2,27,3,13,8
37,1040,2,2,1,139,3,100,2,2,4,5163,15850,5,14,3,4,80,1,17,2,4,1,0,0,0
50,878,1,4,1,2044,2,94,3,2,3,6728,14255,7,12,3,4,80,2,12,3,3,6,3,0,1
29,341,1,3,1,896,2,48,2,1,3,2800,23522,6,19,3,3,80,3,5,3,3,3,2,0,2
29,1086,7,1,1,912,1,62,2,1,4,2532,6054,6,14,3,3,80,3,8,5,3,4,3,0,3
31,202,8,3,1,1433,1,34,2,1,2,1261,22262,1,12,3,3,80,0,1,3,4,1,0,0,0
54,155,9,2,1,1969,1,67,3,2,3,2897,22474,3,11,3,3,80,2,9,6,2,4,3,2,3
28,773,6,3,1,1154,3,39,2,1,3,2703,22088,1,14,3,4,80,1,3,2,3,3,1,0,2
35,1395,9,4,1,2008,2,48,3,2,3,5098,18698,1,19,3,2,80,0,10,5,3,10,7,0,8
52,890,25,4,1,867,3,81,2,4,4,13826,19028,3,22,4,3,80,0,31,3,3,9,8,0,0
33,924,2,3,1,39,3,78,3,1,4,2496,6670,4,11,3,4,80,0,7,3,3,1,1,0,0
35,819,18,5,1,1621,2,48,4,2,1,5208,26312,1,11,3,4,80,0,16,2,3,16,15,1,10
29,442,2,2,1,388,2,44,3,2,4,4554,20260,1,18,3,1,80,0,10,3,2,10,7,0,9
35,104,2,3,1,1569,1,69,3,1,1,2074,26619,1,12,3,4,80,1,1,2,3,1,0,0,0
39,170,3,2,1,1627,3,76,2,2,3,3069,10302,0,15,3,4,80,1,11,3,3,10,8,0,7
33,1198,1,4,1,939,3,100,2,1,1,2799,3339,3,11,3,2,80,0,6,1,3,3,2,0,2
29,1496,1,1,1,208,4,41,3,2,3,4319,26283,1,13,3,1,80,1,10,1,3,10,7,0,9
35,992,1,3,1,1564,4,68,2,1,1,2450,21731,1,19,3,2,80,0,3,3,3,3,0,1,2
41,1018,1,3,1,1349,3,66,3,2,1,4103,4297,0,17,3,4,80,1,10,2,3,9,3,1,7
44,1199,4,2,1,1288,3,92,4,5,1,19190,17477,1,14,3,4,80,2,26,4,2,25,9,14,13
43,982,12,3,1,520,1,59,2,4,2,14336,4345,1,11,3,3,80,1,25,3,3,25,10,3,9
34,1333,10,4,1,1055,3,87,3,1,3,2220,18410,1,19,3,4,80,1,1,2,3,1,1,0,0
47,1162,1,1,1,2000,3,98,3,3,2,11957,17231,0,18,3,1,80,2,14,3,1,13,8,5,12
44,1193,2,1,1,1496,2,86,3,3,3,10209,19719,5,18,3,2,80,0,16,2,2,2,2,2,2
31,1060,1,3,1,1331,4,54,3,1,2,2302,8319,1,11,3,1,80,0,3,2,4,3,2,2,2
42,300,2,3,1,2031,1,56,3,5,3,18880,17312,5,11,3,1,80,0,24,2,2,22,6,4,14
44,921,2,3,1,1703,3,96,4,3,4,7879,14810,1,19,3,2,80,1,9,2,3,8,7,6,7
54,1082,2,4,1,1070,3,41,2,3,3,10686,8392,6,11,3,2,80,1,13,4,3,9,4,7,0
21,756,1,1,1,478,1,99,2,1,2,2174,9150,1,11,3,3,80,0,3,3,3,3,2,1,2
30,740,1,3,1,1562,2,64,2,2,1,9714,5323,1,11,3,4,80,1,10,4,3,10,8,6,7
42,926,21,2,1,270,3,36,3,2,3,5265,16439,2,16,3,2,80,1,11,5,3,5,3,0,2
29,592,7,3,1,1883,4,59,3,1,1,2062,19384,3,14,3,2,80,0,11,2,3,3,2,1,2
60,1499,28,3,1,573,3,80,2,3,1,10266,2845,4,19,3,4,80,0,22,5,4,18,13,13,11
43,313,21,3,1,525,4,61,3,1,4,2258,15238,7,20,4,1,80,1,8,1,3,3,2,1,2
36,541,3,4,1,481,1,48,2,3,4,9699,7246,4,11,3,1,80,1,16,2,3,13,9,1,12
38,345,10,2,1,2041,1,100,3,2,4,5343,5982,1,11,3,3,80,1,10,1,3,10,7,1,9
28,950,3,3,1,1121,4,93,3,3,2,7655,8039,0,17,3,2,80,3,10,3,2,9,7,1,7
33,575,25,3,1,1545,4,44,2,2,2,4320,24152,1,13,3,4,80,0,5,2,3,5,3,0,2
33,536,10,5,1,1268,4,82,4,3,3,8380,21708,0,14,3,4,80,2,10,3,3,9,8,0,8
32,1474,11,4,1,631,4,60,4,2,3,4707,23914,8,12,3,4,80,0,6,2,3,4,2,1,2
41,1102,1,2,1,1,2,94,3,2,4,5993,19479,8,11,3,1,80,0,8,0,1,6,4,0,5
50,691,2,3,1,815,3,64,3,4,3,17639,6881,5,16,3,4,80,0,30,3,3,4,3,0,3
54,1147,3,3,1,303,4,52,3,2,1,5940,17011,2,14,3,4,80,1,16,4,3,6,2,0,5
